,基金代码,基金名称,开始日期,类型
4652,519963,长信利盈混合,2015-06-09,混合式基金
4653,519967,长信利富,2015-05-06,债券基金
4654,519969,长信新利,2015-02-11,混合式基金
4655,519971,长信改革,2014-08-06,混合式基金
4656,519973,长信纯债一年定期开放债,2013-11-29,债券基金
4657,519975,长信中小盘,2015-02-04,股票基金
4658,519977,长信可转债债券,2012-03-30,债券基金
4659,519979,长信内需成长股票,2011-10-20,混合式基金
4660,519981,长信标普,2011-03-30,股票基金
4661,519987,长信恒利优势混合,2009-07-30,混合式基金
4662,519991,长信双利优选混合,2008-06-19,混合式基金
4663,519993,长信增利动态混合,2006-11-09,混合式基金
4664,519995,长信金利趋势混合,2006-04-30,混合式基金
4665,519997,长信银利精选混合,2005-01-17,混合式基金
4666,519999,长信利息收益货币,2004-03-19,货币基金
4667,530001,建信价值,2005-12-01,混合式基金
4668,530003,建信优选成长混合,2006-09-08,混合式基金
4669,530005,建信优化,2007-03-01,混合式基金
4670,530006,建信精选,2008-11-25,混合式基金
4671,530009,建信收益增强债券,2009-06-02,债券基金
4672,530010,建信责任,2010-05-28,联接基金
4673,530011,建信内生,2010-11-16,混合式基金
4674,530012,建信积极配置,2011-01-18,混合式基金
4675,530014,建信双周理财债券,2012-08-28,货币基金
4676,530015,建信深证基本面60ETF联接,2011-09-08,联接基金
4677,530016,建信恒稳,2011-11-22,混合式基金
4678,530017,建信双息红利债券,2011-12-13,债券基金
4679,530018,建信深证100,2012-03-16,股票基金
4680,530019,建信社会责任,2012-08-14,混合式基金
4681,530020,建信转债增强债券,2012-05-29,债券基金
4682,530021,建信纯债债券,2012-11-15,债券基金
4683,530028,建信月盈安信理财,2012-12-20,货币基金
4684,530029,建信双月安心理财,2013-01-29,货币基金
4685,530030,建信周盈安心理财,2013-09-17,货币基金
4686,539001,建信全球,2010-09-14,混合式基金
4687,539002,建信新兴,2011-06-21,混合式基金
4688,539003,建信全球资源,2012-06-26,混合式基金
4689,540001,汇丰2016,2006-05-23,混合式基金
4690,540002,汇丰晋信龙腾混合,2006-09-27,混合式基金
4691,540003,汇丰晋信动态策略混合,2007-04-09,混合式基金
4692,540004,汇丰晋信2026,2008-07-23,混合式基金
4693,540005,汇丰晋信平稳增利债券,2008-12-03,债券基金
4694,540006,汇丰晋信大盘股票,2009-06-24,股票基金
4695,540007,汇丰中小盘,2009-12-11,股票基金
4696,540008,汇丰低碳,2010-06-08,股票基金
4697,540009,汇丰消费,2010-12-08,股票基金
4698,540010,汇丰科技,2011-07-27,股票基金
4699,540011,汇丰晋信货币,2011-11-02,货币基金
4700,550001,信诚四季,2006-04-29,混合式基金
4701,550002,中信保诚精萃成长混合,2006-11-27,混合式基金
4702,550003,信诚蓝筹,2008-06-04,混合式基金
4703,550004,信诚三得益债券,2008-09-27,债券基金
4704,550006,信诚经典优债债券,2009-03-11,债券基金
4705,550008,信诚优胜,2009-08-26,混合式基金
4706,550009,信诚中小盘,2010-02-10,混合式基金
4707,550012,信诚理财7日盈债券,2012-11-26,货币基金
4708,550015,信诚至远,2012-12-12,混合式基金
4709,550018,信诚优质纯债债券,2013-02-07,债券基金
4710,560001,益民货币,2006-07-17,货币基金
4711,560002,益民红利,2006-11-21,混合式基金
4712,560003,益民创新,2007-07-11,混合式基金
4713,560005,益民多利,2008-05-21,债券基金
4714,560006,益民核心,2012-08-16,混合式基金
4715,570001,诺德价值,2007-04-19,混合式基金
4716,570005,诺德成长,2009-09-22,混合式基金
4717,570006,诺德中小盘,2010-06-28,混合式基金
4718,570007,诺德优选,2011-05-05,混合式基金
4719,570008,诺德周期,2012-03-21,混合式基金
4720,571002,诺德灵活,2008-11-05,混合式基金
4721,573003,诺德强债,2009-03-04,债券基金
4722,580001,东吴嘉禾,2005-02-01,混合式基金
4723,580002,东吴动力,2006-12-15,混合式基金
4724,580003,东吴轮动,2008-04-23,混合式基金
4725,580005,东吴进取,2009-05-06,混合式基金
4726,580006,东吴新经济,2009-12-30,混合式基金
4727,580007,东吴安享量化混合,2010-06-29,混合式基金
4728,580008,东吴产业,2011-09-28,混合式基金
4729,580009,东吴多策略,2013-01-30,混合式基金
4730,582001,东吴优信稳健债券,2008-11-05,债券基金
4731,582002,东吴增利债券,2011-07-27,债券基金
4732,582003,东吴配置优化,2012-08-13,混合式基金
4733,583001,东吴货币,2010-05-11,货币基金
4734,585001,东吴中证,2011-02-01,股票基金
4735,590001,中邮核心优选混合,2006-09-28,混合式基金
4736,590002,中邮核心成长混合,2007-08-17,混合式基金
4737,590003,中邮核心优势,2009-10-28,混合式基金
4738,590005,中邮核心主题混合,2010-05-19,混合式基金
4739,590006,中邮中小盘,2011-05-10,混合式基金
4740,590007,中邮上证380,2011-11-22,股票基金
4741,590008,中邮战略新兴产业混合,2012-06-12,混合式基金
4742,590009,中邮稳定收益债券,2012-11-21,债券基金
4743,610001,信达澳银领先增长混合,2007-03-08,混合式基金
4744,610002,澳银精华,2008-07-30,混合式基金
4745,610003,信达澳银稳定价值债券,2009-04-08,债券基金
4746,610004,信达澳银中小盘混合,2009-12-01,混合式基金
4747,610005,信达澳银红利回报混合,2010-07-28,混合式基金
4748,610006,信达澳银产业升级混合,2011-06-13,混合式基金
4749,610007,信达澳银消费优选混合,2012-09-04,混合式基金
4750,610008,信达澳银信用债债券,2013-05-14,债券基金
4751,620001,宝石动力,2007-08-15,混合式基金
4752,620002,金元成长动力,2008-09-03,混合式基金
4753,620003,金元丰利,2009-03-23,债券基金
4754,620004,金元价值,2009-09-11,混合式基金
4755,620005,金元核心,2010-02-11,混合式基金
4756,620006,金元消费,2010-09-15,混合式基金
4757,620008,金元新经济,2012-07-31,混合式基金
4758,620009,金元丰祥,2013-02-05,债券基金
4759,620010,金元顺安金元宝货币,2014-07-31,货币基金
4760,630001,华商领先企业,2007-05-15,混合式基金
4761,630002,华商盛世成长,2008-09-23,混合式基金
4762,630003,华商收益增强债券,2009-01-23,债券基金
4763,630005,华商动态,2009-11-24,混合式基金
4764,630006,华商产业,2010-06-18,混合式基金
4765,630007,华商稳健双利债券,2010-08-09,债券基金
4766,630008,华商策略,2010-11-09,混合式基金
4767,630009,华商稳定增利债券,2011-03-15,债券基金
4768,630010,华商价值,2011-05-31,混合式基金
4769,630011,华商主题,2012-05-31,混合式基金
4770,630012,华商现金增利货币,2012-12-11,货币基金
4771,630015,华商大盘量化,2013-04-09,混合式基金
4772,630016,华商价值共享,2013-03-18,混合式基金
4773,650001,英大纯债基金,2013-04-24,债券基金
4774,660001,农银成长,2008-08-04,混合式基金
4775,660002,农银恒久增利债券,2008-12-23,债券基金
4776,660003,农银双利,2009-04-08,混合式基金
4777,660004,农银价值,2009-09-29,混合式基金
4778,660005,农银中小盘,2010-03-25,混合式基金
4779,660006,农银大盘,2010-09-01,混合式基金
4780,660007,农银货币,2010-11-23,货币基金
4781,660008,农银沪深300指数,2011-04-12,股票基金
4782,660009,农银增强收益债券,2011-07-01,债券基金
4783,660010,农银精选,2011-09-06,混合式基金
4784,660011,农银中证500,2011-11-29,股票基金
4785,660012,农银消费主题混合,2012-04-24,混合式基金
4786,660013,农银信用债,2012-06-19,债券基金
4787,660014,农银深证100,2012-09-04,股票基金
4788,660015,农银行业轮动,2012-11-14,混合式基金
4789,660016,农银7天理财债券,2013-02-05,货币基金
4790,671010,西部利得策略,2011-01-25,混合式基金
4791,673010,西部利得新动向,2011-08-18,混合式基金
4792,673020,西部成长,2015-06-02,混合式基金
4793,673030,西部多策略,2015-07-27,混合式基金
4794,673040,西部利得行业主题优选混合,2016-03-11,混合式基金
4795,673050,西部利得新盈混合,2016-01-22,混合式基金
4796,673060,西部利得景瑞,2016-08-25,混合式基金
4797,673071,西部利得新动力混合,2016-11-17,混合式基金
4798,673081,西部利得祥运混合,2016-12-05,混合式基金
4799,673090,西部利得个股精选股票,2017-01-23,股票基金
4800,673100,西部利得沪深300指数增强A,2017-03-21,股票基金
4801,673110,西部利得新润混合,2017-08-25,混合式基金
4802,673120,西部利得新富混合,2017-06-16,混合式基金
4803,675011,西部利德稳健双利债券,2012-06-26,债券基金
4804,675021,西部利德稳定增利债券,2012-12-25,债券基金
4805,675031,西部利得天添鑫货币,2016-06-23,货币基金
4806,675041,西部利得合享,2016-08-25,债券基金
4807,675051,西部利得合赢债券,2016-09-09,债券基金
4808,675061,西部利得天添富货币,2016-09-28,货币基金
4809,675071,西部利得天添金货币,2016-12-05,货币基金
4810,675081,西部利得祥盈债券,2016-11-17,债券基金
4811,675091,西部利得祥逸债券,2017-03-10,债券基金
4812,675100,西部利得得尊债券,2017-03-01,债券基金
4813,675111,西部利得汇享债券,2017-03-10,债券基金
4814,675121,西部利得汇逸债券,2017-02-04,债券基金
4815,675131,西部利得天添益货币,2017-08-01,货币基金
4816,680001,浙商聚潮,2015-05-04,混合式基金
4817,686868,浙商聚盈信用债债券,2012-09-18,债券基金
4818,688888,浙商产业,2011-05-17,混合式基金
4819,690001,民生蓝筹,2009-03-27,混合式基金
4820,690002,民生加银增强收益债券,2009-07-21,债券基金
4821,690003,民生精选,2010-02-03,混合式基金
4822,690004,民生稳健,2010-06-29,混合式基金
4823,690005,民生内需,2011-01-28,混合式基金
4824,690006,民生加银信用双利债券,2012-04-25,债券基金
4825,690007,民生景气,2011-11-22,混合式基金
4826,690008,民生内地,2012-03-08,股票基金
4827,690009,民生红利,2012-08-09,混合式基金
4828,690011,民生成长,2013-01-31,混合式基金
4829,690012,民生加银家盈理财7天,2013-02-06,货币基金
4830,700001,平安先锋,2011-09-20,混合式基金
4831,700002,平安深证300,2011-12-20,股票基金
4832,700003,平安策略,2012-05-29,混合式基金
4833,700004,平安灵活配置混合,2012-09-11,混合式基金
4834,700005,平安添利债券,2012-11-27,债券基金
4835,710001,安达优势,2011-09-21,混合式基金
4836,710002,安达策略,2012-04-25,混合式基金
4837,710301,富安达增强收益债券,2012-07-25,债券基金
4838,710501,富安达现金通货币,2013-01-29,货币基金
4839,720001,财通价值,2011-12-01,混合式基金
4840,730001,方正富邦创新动力混合,2011-12-26,混合式基金
4841,730002,方正富邦红利精选混合,2012-11-20,混合式基金
4842,730003,方正富邦货币,2012-12-26,货币基金
4843,740001,长安宏观,2012-03-09,混合式基金
4844,740101,长安300非周期,2012-06-25,股票基金
4845,740601,长安货币,2013-01-25,货币基金
4846,750001,安信策略,2012-06-20,混合式基金
4847,750002,安信目标收益债券,2012-09-25,债券基金
4848,750006,安信现金管理货币,2013-02-05,货币基金
4849,762001,国金国鑫发起,2012-08-28,混合式基金
4850,770001,德邦优化,2012-09-25,混合式基金
4851,968006,行健宏扬,2014-05-30,股票基金
4852,968013,施罗德亚洲高息股债,2017-07-28,混合式基金
4853,000092,新双盈A,2013-05-09,债券基金
4854,000292,丰信A,2013-10-22,债券基金
4855,000317,惠利A,2013-11-21,债券基金
4856,000341,嘉实新兴市场C2,2013-11-26,债券基金
4857,000357,景祥A,2013-11-19,债券基金
4858,000383,富国恒利A,2013-12-09,债券基金
4859,000429,聚盈A,2013-11-14,债券基金
4860,000454,国金鑫利A,2014-01-21,债券基金
4861,000501,华富恒富C,2014-03-19,债券基金
4862,000623,华富恒财债券A,2014-05-07,债券基金
4863,000675,惠祥A,2014-08-29,债券基金
4864,000769,久盈A,2014-10-28,债券基金
4865,000775,天弘瑞利A,2015-01-20,债券基金
4866,000814,鑫元合享纯债C,2014-10-15,债券基金
4867,001746,易方达瑞富混合E,2017-05-12,混合式基金
4868,001981,富国收益宝交易型货币A,2015-11-24,货币基金
4869,002463,创金合信价值红利混合,2018-04-23,混合式基金
4870,002534,华安稳固A,2016-03-22,债券基金
4871,002950,华安丰利18个月定开债,2018-02-09,债券基金
4872,003034,平安日鑫A,2016-09-23,货币基金
4873,003506,德邦现金宝A,2016-11-28,货币基金
4874,004126,浦银增利A,2017-01-23,债券基金
4875,004841,博时合惠货币A,2017-06-26,货币基金
4876,004372,金鹰增益货币A,2017-03-20,货币基金
4877,004439,新华安享惠钰定期开放债券,2018-02-02,债券基金
4878,004491,海富通欣悦混合A,2017-07-13,混合式基金
4879,004513,海富通富睿混合A,2017-05-10,混合式基金
4880,004547,华夏稳定双利债券A,2017-04-14,债券基金
4881,004612,银河鑫月享6个月定期开放混合,2018-03-28,混合式基金
4882,004668,建信鑫泽回报灵活配置混合,2018-02-07,混合式基金
4883,004678,国泰安惠收益定期开放债券,2018-02-02,债券基金
4884,004687,添富熙和混合,2018-02-11,混合式基金
4885,004738,上投摩根安隆回报混合,2018-02-08,混合式基金
4886,004760,国寿安保稳瑞混合,2018-02-07,混合式基金
4887,004778,上投摩根安腾回报混合,2018-02-27,混合式基金
4888,004788,富荣沪深300指数增强,2018-02-11,股票基金
4889,004790,富荣中证500指数增强,2018-02-13,股票基金
4890,004792,富荣富乾债券,2018-02-07,债券基金
4891,004794,富荣福鑫混合,2018-02-13,混合式基金
4892,004814,中欧红利优享灵活配置混合,2018-04-19,混合式基金
4893,004831,添富鑫泽定开债,2018-03-08,债券基金
4894,004836,中融鑫价值混合,2018-03-09,混合式基金
4895,004926,中航军民融合精选,2018-02-09,混合式基金
4896,004942,格林伯元灵活配置,2018-02-06,混合式基金
4897,004956,中银证券安誉债券,2018-03-29,债券基金
4898,005068,长信富海A,2017-08-16,债券基金
4899,005069,长信富民纯债A,2017-08-16,债券基金
4900,005081,海富通量化多因子混合A,2018-04-23,混合式基金
4901,005090,嘉合睿金混合,2018-03-21,混合式基金
4902,005104,富荣福康混合,2018-02-11,混合式基金
4903,005138,前海开源润鑫混合,2018-03-27,混合式基金
4904,005164,富荣福锦混合,2018-03-16,混合式基金
4905,005173,富荣富安债券,2018-04-03,债券基金
4906,005189,海富通量化前锋股票A,2018-02-08,股票基金
4907,005223,广发中证基建工程指数,2018-02-01,股票基金
4908,005288,海富通创业板增强A,2018-04-08,股票基金
4909,005299,万家成长优选混合,2018-02-01,混合式基金
4910,005311,万家家乐债券,2018-02-07,混合式基金
4911,005317,万家瑞舜灵活配置混合,2018-02-02,混合式基金
4912,005329,添富民安增益定开混合,2018-02-13,混合式基金
4913,005355,中金金序量化成长,2018-02-08,混合式基金
4914,005358,东方阿尔法精选混合,2018-02-08,混合式基金
4915,005371,中加心悦混合,2018-03-08,混合式基金
4916,005381,泰康睿利量化多策略混合,2018-02-06,混合式基金
4917,005386,银河睿达混合,2018-02-06,混合式基金
4918,005390,工银创业板ETF联接,2018-03-21,联接基金
4919,005400,万家潜力价值混合,2018-02-13,混合式基金
4920,005405,中金金序量化蓝筹,2018-02-06,混合式基金
